,Cocoa Percent,Number_of_Ingredients,Rating,clusters,cluster
1623,0.7,2,3.0,0,tan
1624,0.7,2,2.75,0,tan
1625,0.7,2,2.75,0,tan
1626,0.7,2,3.0,0,tan
1627,0.7,2,3.25,1,purple
1628,0.7,2,3.25,1,purple
1629,0.7,2,3.75,1,purple
1630,0.68,4,3.75,2,black
1631,0.7,3,3.75,1,purple
1632,0.7,2,3.25,1,purple
1633,0.7,2,3.75,1,purple
1634,0.67,4,3.75,2,black
1635,0.73,3,3.25,1,purple
1636,0.75,3,3.25,1,purple
1637,0.7,2,3.25,1,purple
1638,0.72,3,3.0,0,tan
1639,0.68,3,3.25,1,purple
1640,0.67,3,3.5,1,purple
1641,0.7,3,4.0,1,purple
1642,0.75,3,3.25,1,purple
1643,0.72,4,2.75,2,black
1644,0.72,4,2.75,2,black
1645,0.72,4,3.0,2,black
1646,0.7,2,3.25,1,purple
1647,0.75,3,3.5,1,purple
1648,0.75,2,3.75,1,purple
1649,0.67,2,4.0,1,purple
1650,0.72,3,3.25,1,purple
1651,0.7,2,3.25,1,purple
1652,0.7,2,3.5,1,purple
1653,0.7,2,3.5,1,purple
1654,0.75,3,3.0,0,tan
1655,1.0,3,1.0,0,tan
1656,0.71,4,2.75,2,black
1657,0.72,4,3.0,2,black
1658,0.73,2,3.25,1,purple
1659,0.72,2,3.5,1,purple
1660,0.7,3,3.5,1,purple
1661,0.75,3,3.5,1,purple
1662,0.7,2,3.25,1,purple
1663,0.7,2,3.25,1,purple
1664,0.7,3,3.25,1,purple
1665,0.7,3,3.5,1,purple
1666,0.7,3,3.0,0,tan
1667,0.7,3,3.0,0,tan
1668,0.7,3,3.25,1,purple
1669,0.7,2,3.75,1,purple
1670,0.7,2,3.5,1,purple
1671,0.7,2,3.75,1,purple
1672,0.7,2,3.0,0,tan
1673,0.7,2,3.0,0,tan
1674,0.72,2,2.5,0,tan
1675,0.72,2,3.0,0,tan
1676,0.72,2,3.0,0,tan
1677,0.75,2,3.75,1,purple
1678,0.75,2,3.75,1,purple
1679,0.68,3,3.0,0,tan
1680,0.62,3,3.0,2,black
1681,0.68,3,3.5,1,purple
1682,0.72,3,3.0,0,tan
1683,0.8,3,3.25,0,tan
1684,0.7,2,3.5,1,purple
1685,0.7,2,4.0,1,purple
1686,0.77,2,3.25,0,tan
1687,0.7,2,3.25,1,purple
1688,0.7,2,3.5,1,purple
1689,0.7,2,3.0,0,tan
1690,0.68,4,3.75,2,black
1691,0.75,3,3.75,1,purple
1692,0.7,3,4.0,1,purple
1693,0.75,2,3.75,1,purple
1694,0.7,4,3.25,2,black
1695,0.7,4,3.25,2,black
1696,0.7,4,3.5,2,black
1697,0.7,4,3.75,2,black
1698,0.7,2,3.0,0,tan
1699,0.7,3,2.75,0,tan
1700,0.7,3,2.75,0,tan
1701,0.7,3,3.0,0,tan
1702,0.7,3,3.5,1,purple
1703,0.7,3,3.75,1,purple
1704,0.72,4,3.25,2,black
1705,0.72,4,3.25,2,black
1706,0.75,3,2.75,0,tan
1707,0.7,2,3.75,1,purple
1708,0.72,4,3.5,2,black
1709,0.67,3,2.75,0,tan
1710,0.74,3,3.0,0,tan
1711,0.9,3,3.0,0,tan
1712,0.65,3,3.0,2,black
1713,0.7,2,3.5,1,purple
1714,0.7,4,3.75,2,black
1715,0.68,4,2.5,2,black
1716,0.72,4,3.0,2,black
1717,0.72,4,3.5,2,black
1718,0.75,2,2.75,0,tan
1719,0.75,2,3.0,0,tan
1720,0.7,3,3.5,1,purple
1721,0.75,2,3.5,1,purple
1722,1.0,1,3.0,0,tan
1723,0.7,2,3.25,1,purple
1724,0.71,3,2.75,0,tan
1725,0.76,3,3.0,0,tan
1726,0.75,2,3.0,0,tan
1727,0.75,2,3.25,1,purple
1728,0.75,3,3.0,0,tan
1729,0.66,3,3.0,2,black
1730,0.65,5,3.0,2,black
1731,0.91,4,1.5,0,tan
1732,0.7,3,2.75,0,tan
1733,0.7,2,3.5,1,purple
1734,0.72,3,3.25,1,purple
1735,0.72,3,3.25,1,purple
1736,0.7,3,3.75,1,purple
1737,0.7,2,3.5,1,purple
1738,0.7,2,3.25,1,purple
1739,0.7,2,3.5,1,purple
1740,0.72,3,2.75,0,tan
1741,0.72,3,2.75,0,tan
1742,0.72,3,3.25,1,purple
1743,0.73,2,3.25,1,purple
1744,0.7,3,3.75,1,purple
1745,0.7,2,2.75,0,tan
1746,0.7,2,2.75,0,tan
1747,0.7,2,3.25,1,purple
1748,0.7,2,3.5,1,purple
1749,0.68,3,3.0,0,tan
1750,0.77,2,3.25,0,tan
1751,0.7,3,3.25,1,purple
1752,0.8,3,3.25,0,tan
1753,0.7,3,3.5,1,purple
1754,0.7,2,3.5,1,purple
1755,0.7,2,4.0,1,purple
1756,0.7,2,2.75,0,tan
1757,0.7,2,3.25,1,purple
1758,0.7,2,3.5,1,purple
1759,0.8,2,3.5,1,purple
1760,0.72,3,3.5,1,purple
1761,0.7,3,3.25,1,purple
1762,0.7,3,3.5,1,purple
1763,0.7,3,3.5,1,purple
1764,0.7,2,3.75,1,purple
1765,0.74,2,3.75,1,purple
1766,0.72,3,3.75,1,purple
1767,0.73,2,3.75,1,purple
1768,0.74,3,3.5,1,purple
1769,0.72,3,3.5,1,purple
1770,0.7,3,3.0,0,tan
1771,0.7,3,3.25,1,purple
1772,0.75,4,2.5,0,tan
1773,0.66,4,3.75,2,black
1774,0.7,3,3.25,1,purple
1775,0.7,3,3.25,1,purple
1776,0.7,3,3.5,1,purple
1777,0.79,3,3.5,1,purple
1778,0.72,3,3.0,0,tan
1779,0.72,3,3.0,0,tan
1780,0.77,3,3.5,1,purple
1781,0.8,3,3.75,1,purple
1782,0.7,3,3.5,1,purple
1783,0.7,3,3.5,1,purple
1784,0.75,2,3.5,1,purple
1785,0.75,2,3.75,1,purple
1786,0.68,3,3.25,1,purple
1787,0.68,3,3.5,1,purple
1788,0.7,2,3.0,0,tan
1789,0.7,2,3.25,1,purple
1790,0.7,3,3.5,1,purple
1791,0.7,3,3.75,1,purple
1792,0.68,3,4.0,1,purple
1793,0.7,2,3.25,1,purple
1794,0.7,3,2.75,0,tan
1795,0.7,3,3.75,1,purple
1796,0.7,4,4.0,1,purple
1797,0.7,4,3.5,2,black
1798,0.7,3,3.25,1,purple
1799,0.73,3,3.0,0,tan
1800,0.73,3,3.25,1,purple
1801,0.7,3,3.5,1,purple
1802,0.72,3,3.5,1,purple
1803,0.7,2,3.0,0,tan
1804,0.7,2,3.75,1,purple
1805,0.72,2,4.0,1,purple
1806,1.0,4,2.0,0,tan
1807,0.7,4,3.5,2,black
1808,0.55,4,3.0,2,black
1809,0.72,2,3.5,1,purple
1810,0.75,2,3.25,1,purple
1811,0.7,2,3.5,1,purple
1812,0.7,3,3.5,1,purple
1813,0.72,3,3.75,1,purple
1814,0.7,2,2.5,0,tan
1815,0.7,2,3.25,1,purple
1816,0.7,3,3.0,0,tan
1817,0.7,2,3.25,1,purple
1818,0.77,2,2.75,0,tan
1819,0.83,3,3.25,0,tan
1820,0.69,3,3.25,1,purple
1821,0.7,2,2.5,0,tan
1822,0.7,2,3.0,0,tan
1823,0.72,3,3.75,1,purple
1824,0.7,3,3.0,0,tan
1825,0.7,3,3.25,1,purple
1826,0.75,3,3.5,1,purple
1827,0.7,3,3.0,0,tan
1828,0.72,3,3.25,1,purple
1829,0.76,3,3.5,1,purple
1830,0.75,3,2.75,0,tan
1831,0.75,3,3.25,1,purple
1832,0.62,4,3.25,2,black
1833,0.7,2,3.25,1,purple
1834,0.7,2,3.5,1,purple
1835,0.7,2,3.5,1,purple
1836,0.68,3,3.25,1,purple
1837,0.72,3,4.0,1,purple
1838,0.7,3,2.5,0,tan
1839,0.7,3,2.5,0,tan
1840,0.75,3,3.5,1,purple
1841,0.85,4,3.0,0,tan
1842,0.55,4,3.25,2,black
1843,0.55,4,3.5,2,black
1844,0.72,3,3.5,1,purple
1845,0.7,3,3.5,1,purple
1846,0.75,3,3.5,1,purple
1847,0.7,3,3.25,1,purple
1848,0.73,3,3.5,1,purple
1849,0.7,3,3.0,0,tan
1850,0.7,2,3.25,1,purple
1851,0.78,3,3.25,0,tan
1852,0.72,4,3.5,2,black
1853,0.7,3,4.0,1,purple
1854,0.7,3,3.0,0,tan
1855,0.7,3,2.75,0,tan
1856,0.7,3,3.5,1,purple
1857,0.7,3,3.5,1,purple
1858,0.8,2,3.0,0,tan
1859,0.7,2,3.5,1,purple
1860,0.74,3,3.0,0,tan
1861,0.74,3,3.25,1,purple
1862,0.7,3,3.25,1,purple
1863,0.7,3,3.5,1,purple
1864,0.7,3,3.5,1,purple
1865,0.7,3,3.75,1,purple
1866,0.72,2,3.5,1,purple
1867,0.72,2,3.5,1,purple
1868,0.8,3,3.25,0,tan
1869,0.72,3,3.0,0,tan
1870,0.72,3,3.5,1,purple
1871,0.7,4,2.75,2,black
1872,0.7,2,3.0,0,tan
1873,0.78,2,3.5,1,purple
1874,0.7,2,3.75,1,purple
1875,0.7,3,3.5,1,purple
1876,0.64,3,3.5,1,purple
1877,0.64,3,3.75,1,purple
1878,0.72,2,3.5,1,purple
1879,0.72,2,3.0,0,tan
1880,0.72,2,3.5,1,purple
1881,0.7,3,3.25,1,purple
1882,0.7,3,3.5,1,purple
1883,0.7,3,3.0,0,tan
1884,0.7,3,3.0,0,tan
1885,0.7,3,3.5,1,purple
1886,0.7,3,3.75,1,purple
1887,0.72,4,2.5,2,black
1888,0.72,3,3.0,0,tan
1889,0.71,3,3.25,1,purple
1890,0.63,3,3.0,2,black
1891,0.7,2,3.5,1,purple
1892,0.65,3,3.25,1,purple
1893,0.72,3,3.0,0,tan
1894,0.65,3,2.75,2,black
1895,0.75,3,2.5,0,tan
1896,0.74,3,2.75,0,tan
1897,0.65,3,2.5,0,tan
1898,0.7,3,2.75,0,tan
1899,0.74,4,3.0,2,black
1900,0.78,3,3.5,1,purple
1901,0.73,4,3.5,2,black
1902,0.7,3,3.0,0,tan
1903,0.7,2,3.25,1,purple
1904,0.7,2,3.5,1,purple
1905,0.7,2,3.5,1,purple
1906,0.7,2,3.5,1,purple
1907,0.68,2,3.25,1,purple
1908,0.75,2,2.75,0,tan
1909,0.7,2,3.25,1,purple
1910,0.7,2,3.25,1,purple
1911,0.64,2,2.75,0,tan
1912,0.68,2,3.25,1,purple
1913,0.68,2,3.5,1,purple
1914,0.7,2,3.25,1,purple
1915,0.64,5,3.0,2,black
1916,0.65,5,3.5,2,black
1917,0.67,2,3.0,1,purple
1918,0.7,2,3.0,0,tan
1919,0.7,2,3.5,1,purple
1920,0.7,2,3.75,1,purple
1921,0.72,4,3.5,2,black
1922,0.72,4,3.5,2,black
1923,0.72,4,4.0,1,purple
1924,0.77,3,4.0,1,purple
1925,0.7,3,4.0,1,purple
1926,0.72,3,3.5,1,purple
1927,0.72,3,3.75,1,purple
1928,0.72,3,3.75,1,purple
1929,0.73,3,3.25,1,purple
1930,0.73,3,3.75,1,purple
1931,0.73,3,3.75,1,purple
1932,0.72,3,3.75,1,purple
1933,0.66,3,3.0,2,black
1934,0.65,3,2.75,2,black
1935,0.72,2,3.25,1,purple
1936,0.72,3,3.0,0,tan
1937,0.76,3,3.25,0,tan
1938,0.7,3,2.5,0,tan
1939,0.75,3,2.5,0,tan
1940,0.75,3,3.5,1,purple
1941,0.7,3,3.0,0,tan
1942,0.7,3,3.5,1,purple
1943,0.7,3,3.5,1,purple
1944,0.7,3,3.75,1,purple
1945,0.7,3,3.5,1,purple
1946,0.7,3,2.75,0,tan
1947,0.7,3,3.25,1,purple
1948,0.7,3,3.5,1,purple
1949,0.72,3,2.5,0,tan
1950,0.7,3,2.75,0,tan
1951,0.72,3,3.0,0,tan
1952,0.7,3,3.75,1,purple
1953,0.7,3,3.25,1,purple
1954,0.7,3,3.25,1,purple
1955,0.72,3,3.25,1,purple
1956,0.7,3,3.5,1,purple
1957,0.75,4,2.0,0,tan
1958,0.75,4,3.5,2,black
1959,0.7,5,2.5,2,black
1960,0.7,5,2.75,2,black
1961,0.7,3,3.0,0,tan
1962,0.7,3,3.25,1,purple
1963,0.62,3,3.25,1,purple
1964,0.7,3,3.5,1,purple
1965,0.7,2,3.0,0,tan
1966,0.7,2,3.5,1,purple
1967,0.7,3,3.0,0,tan
1968,0.7,3,3.5,1,purple
1969,0.82,3,3.25,0,tan
1970,0.8,3,3.75,1,purple
1971,0.78,2,2.75,0,tan
1972,0.78,2,3.0,0,tan
1973,0.69,3,3.0,0,tan
1974,0.75,3,3.0,0,tan
1975,0.7,3,3.0,0,tan
1976,0.7,2,2.5,0,tan
1977,0.685,3,3.0,0,tan
1978,0.7,2,3.5,1,purple
1979,0.75,3,3.5,1,purple
1980,0.75,3,3.5,1,purple
1981,0.7,3,3.5,1,purple
1982,0.75,3,3.5,1,purple
1983,0.72,3,3.5,1,purple
1984,0.72,3,3.5,1,purple
1985,0.75,3,3.0,0,tan
1986,0.7,3,3.0,0,tan
1987,0.7,3,3.5,1,purple
1988,0.75,2,2.5,0,tan
1989,0.72,3,3.5,1,purple
1990,0.7,2,2.75,0,tan
1991,0.7,3,3.0,0,tan
1992,0.8,2,3.25,0,tan
1993,0.7,3,3.5,1,purple
1994,0.72,3,3.0,0,tan
1995,0.75,3,2.75,0,tan
1996,0.75,3,3.25,1,purple
1997,0.7,3,3.5,1,purple
1998,0.6,2,3.0,1,purple
1999,0.75,2,3.0,0,tan
2000,0.7,2,3.5,1,purple
2001,0.67,5,3.5,2,black
2002,0.7,5,3.75,2,black
2003,0.63,5,4.0,2,black
2004,0.7,5,2.5,2,black
2005,0.73,2,3.25,1,purple
2006,0.75,5,3.5,2,black
2007,0.7,4,3.5,2,black
2008,0.7,4,3.5,2,black
2009,0.7,4,3.5,2,black
2010,0.7,4,3.5,2,black
2011,0.8,4,2.75,0,tan
2012,0.72,4,3.25,2,black
2013,0.7,4,3.75,2,black
2014,0.8,3,2.5,0,tan
2015,0.75,4,2.75,2,black
2016,0.6,4,2.75,2,black
2017,0.88,4,2.75,0,tan
2018,0.72,4,3.0,2,black
2019,0.75,4,2.0,0,tan
2020,0.72,3,3.75,1,purple
2021,0.75,5,2.0,2,black
2022,0.88,3,3.0,0,tan
2023,0.7,4,2.75,2,black
2024,0.7,4,3.0,2,black
2025,0.7,5,3.25,2,black
2026,0.7,5,3.75,2,black
2027,0.55,5,2.75,2,black
2028,0.7,3,3.75,1,purple
2029,0.55,5,3.0,2,black
2030,0.6,5,3.0,2,black
2031,0.77,2,3.25,0,tan
2032,0.7,3,3.0,0,tan
2033,0.75,4,3.75,1,purple
2034,0.53,5,2.0,2,black
2035,0.65,5,3.0,2,black
2036,0.7,5,3.75,2,black
2037,0.75,3,3.75,1,purple
2038,0.7,5,2.75,2,black
2039,0.72,4,2.75,2,black
2040,0.7,2,3.0,0,tan
2041,0.75,3,2.5,0,tan
2042,0.7,2,3.5,1,purple
2043,0.64,5,3.75,2,black
2044,0.7,2,2.75,0,tan
2045,0.77,2,3.75,1,purple
2046,0.7,3,3.0,0,tan
2047,0.75,3,4.0,1,purple
2048,0.75,3,3.0,0,tan
2049,0.68,5,3.75,2,black
2050,0.65,5,4.0,2,black
2051,0.75,3,2.75,0,tan
2052,0.75,3,3.0,0,tan
2053,0.7,4,4.0,1,purple
2054,0.75,3,3.0,0,tan
2055,0.68,3,3.25,1,purple
2056,1.0,4,1.5,0,tan
2057,0.72,3,3.0,0,tan
2058,0.68,4,3.25,2,black
2059,0.69,4,3.5,2,black
2060,0.7,4,4.0,1,purple
2061,0.64,4,3.0,2,black
2062,0.64,4,3.0,2,black
2063,0.64,4,3.0,2,black
2064,0.76,4,3.0,2,black
2065,0.64,4,3.25,2,black
2066,0.75,3,2.5,0,tan
2067,0.72,3,2.75,0,tan
2068,0.6,5,2.75,2,black
2069,0.72,3,1.75,0,tan
2070,0.8,3,3.0,0,tan
2071,0.75,3,3.0,0,tan
2072,0.72,3,3.25,1,purple
2073,0.7,4,3.0,2,black
2074,0.8,3,2.75,0,tan
2075,0.7,3,3.0,0,tan
2076,0.7,3,3.25,1,purple
2077,0.65,3,3.5,1,purple
2078,0.66,5,3.75,2,black
2079,0.55,4,2.75,2,black
2080,0.7,4,3.0,2,black
2081,0.7,3,3.0,0,tan
2082,0.7,3,3.5,1,purple
2083,0.8,4,2.5,0,tan
2084,0.7,4,2.75,2,black
2085,0.7,4,3.0,2,black
2086,0.8,4,3.0,0,tan
2087,0.7,4,3.0,2,black
2088,0.91,5,3.0,0,tan
2089,0.7,5,3.5,2,black
2090,0.65,3,3.75,1,purple
2091,0.7,3,3.0,0,tan
2092,0.7,3,3.5,1,purple
2093,0.7,3,3.75,1,purple
2094,0.7,3,3.75,1,purple
2095,0.6,5,2.75,2,black
2096,0.68,5,3.0,2,black
2097,0.68,5,3.5,2,black
2098,0.75,3,3.0,0,tan
2099,0.75,4,3.0,2,black
2100,0.68,5,2.0,2,black
2101,0.7,4,2.75,2,black
2102,0.75,3,2.75,0,tan
2103,0.72,3,2.75,0,tan
2104,0.76,4,2.75,0,tan
2105,0.8,4,2.75,0,tan
2106,0.7,4,3.0,2,black
2107,0.68,4,3.0,2,black
2108,0.64,4,3.25,2,black
2109,0.72,4,2.75,2,black
2110,0.8,4,2.0,0,tan
2111,0.8,2,2.5,0,tan
2112,0.72,2,3.0,0,tan
2113,0.58,4,3.25,2,black
2114,0.58,4,3.5,2,black
2115,0.72,5,3.0,2,black
2116,0.7,5,3.0,2,black
2117,0.75,2,3.0,0,tan
2118,0.65,2,3.5,1,purple
2119,0.65,4,2.0,2,black
2120,0.8,4,2.75,0,tan
2121,0.75,2,3.25,1,purple
2122,0.75,4,3.0,2,black
2123,0.6,4,3.25,2,black
2124,0.64,4,3.0,2,black
2125,0.81,4,3.5,1,purple
2126,0.7,2,2.5,0,tan
2127,0.7,2,2.75,0,tan
2128,0.7,2,3.5,1,purple
2129,0.75,2,3.75,1,purple
2130,0.72,5,2.0,2,black
2131,0.64,5,3.5,2,black
2132,0.65,2,3.5,1,purple
2133,0.74,4,2.75,2,black
2134,0.6,4,3.0,2,black
2135,0.67,3,3.5,1,purple
2136,0.7,3,3.5,1,purple
2137,0.75,4,2.5,0,tan
2138,0.6,4,3.25,2,black
2139,0.75,4,3.25,2,black
2140,0.605,5,2.75,2,black
2141,0.7,5,3.0,2,black
2142,0.6,4,3.75,2,black
2143,0.72,5,3.0,2,black
2144,0.72,5,3.75,2,black
2145,0.61,5,3.0,2,black
2146,0.62,3,3.25,1,purple
2147,0.68,5,3.0,2,black
2148,0.75,4,2.0,0,tan
2149,0.75,3,2.75,0,tan
2150,0.7,3,3.5,1,purple
2151,0.7,3,3.75,1,purple
2152,0.67,3,2.75,0,tan
2153,0.75,3,3.0,0,tan
2154,0.7,3,3.0,0,tan
2155,0.72,3,3.25,1,purple
2156,0.68,5,3.5,2,black
2157,0.65,5,3.75,2,black
2158,0.85,2,2.75,0,tan
2159,0.85,2,3.0,0,tan
2160,0.7,5,2.75,2,black
2161,0.735,2,3.75,1,purple
2162,0.72,3,3.25,1,purple
2163,0.7,2,3.0,0,tan
2164,0.7,4,3.75,2,black
2165,0.7,4,4.0,1,purple
2166,0.7,5,2.5,2,black
2167,0.75,5,3.0,2,black
2168,0.75,5,3.25,2,black
2169,0.75,2,3.25,1,purple
2170,0.71,4,3.25,2,black
2171,0.71,4,3.5,2,black
2172,0.7,3,3.0,0,tan
2173,0.75,3,4.0,1,purple
2174,0.7,4,1.0,0,tan
2175,0.64,5,3.0,2,black
2176,0.65,5,3.0,2,black
2177,0.72,5,3.5,2,black
2178,1.0,3,1.75,0,tan
2179,0.72,3,3.0,0,tan
2180,0.72,3,3.0,0,tan
2181,0.75,4,3.5,2,black
2182,0.65,4,3.0,2,black
2183,0.55,3,2.75,2,black
2184,0.77,3,2.75,0,tan
2185,0.82,5,3.25,2,black
2186,0.75,4,3.25,2,black
2187,0.58,5,3.5,2,black
2188,0.71,5,2.0,2,black
2189,0.55,5,3.5,2,black
2190,0.68,3,3.0,0,tan
2191,0.68,3,3.25,1,purple
2192,0.7,2,3.75,1,purple
2193,0.75,2,2.5,0,tan
2194,0.75,2,2.75,0,tan
2195,0.75,4,2.75,2,black
2196,0.7,3,3.25,1,purple
2197,0.74,3,3.25,1,purple
2198,0.64,3,3.5,1,purple
2199,0.72,3,3.5,1,purple
2200,0.71,4,3.5,2,black
2201,0.75,4,2.75,2,black
2202,0.78,5,3.75,2,black
2203,0.7,3,3.5,1,purple
2204,0.72,3,3.75,1,purple
2205,0.71,4,3.75,2,black
2206,0.71,4,4.0,1,purple
2207,0.7,3,2.5,0,tan
2208,0.7,3,3.75,1,purple
2209,0.7,4,2.0,0,tan
2210,0.72,3,3.75,1,purple
2211,0.7,5,2.5,2,black
2212,0.85,5,3.0,2,black
2213,0.65,3,3.0,2,black
2214,0.71,4,3.25,2,black
2215,0.71,4,3.5,2,black
2216,0.77,4,3.5,2,black
2217,0.65,3,3.0,2,black
2218,0.65,3,3.25,1,purple
2219,0.65,3,3.5,1,purple
2220,0.7,4,3.0,2,black
2221,0.65,5,3.0,2,black
2222,0.7,3,2.75,0,tan
2223,0.7,3,3.0,0,tan
2224,0.46,5,2.75,2,black
2225,0.6,5,3.0,2,black
2226,0.58,5,3.0,2,black
2227,0.65,5,3.5,2,black
2228,0.55,3,2.25,2,black
2229,0.65,2,2.75,0,tan
2230,0.72,3,2.5,0,tan
2231,0.72,3,3.0,0,tan
2232,0.72,3,3.25,1,purple
2233,0.72,3,3.25,1,purple
2234,0.7,5,2.0,2,black
2235,0.62,5,3.0,2,black
2236,0.68,5,4.0,2,black
2237,0.75,4,3.0,2,black
2238,0.75,2,3.75,1,purple
2239,0.7,2,3.0,0,tan
2240,0.78,2,3.0,0,tan
2241,0.8,3,3.25,0,tan
2242,0.75,2,2.75,0,tan
2243,0.85,4,2.75,0,tan
2244,0.5,4,3.75,2,black
2245,0.75,4,3.75,1,purple
2246,0.6,4,4.0,2,black
2247,0.81,2,2.75,0,tan
2248,0.75,2,3.0,0,tan
2249,0.7,2,3.25,1,purple
2250,0.75,5,3.25,2,black
2251,0.74,5,3.75,2,black
2252,0.7,4,3.25,2,black
2253,0.64,4,2.75,2,black
2254,0.64,4,2.75,2,black
2255,0.64,4,2.75,2,black
2256,0.71,4,3.5,2,black
2257,0.7,5,3.0,2,black
2258,0.71,3,3.0,0,tan
2259,0.72,3,3.5,1,purple
2260,0.69,3,3.75,1,purple
2261,0.71,5,3.0,2,black
2262,0.7,4,2.75,2,black
2263,0.72,3,3.25,1,purple
2264,0.72,3,3.25,1,purple
2265,0.72,3,3.5,1,purple
2266,0.75,2,2.25,0,tan
2267,0.72,4,2.75,2,black
2268,0.77,3,2.75,0,tan
2269,0.67,3,2.75,0,tan
2270,0.82,2,3.75,1,purple
2271,0.64,3,3.5,1,purple
2272,0.7,3,3.75,1,purple
2273,1.0,3,1.5,0,tan
2274,0.7,3,3.0,0,tan
2275,0.72,3,3.5,1,purple
2276,0.72,3,3.5,1,purple
2277,0.7,3,3.25,1,purple
2278,0.7,3,3.5,1,purple
2279,0.7,3,3.5,1,purple
2280,0.8,4,3.0,0,tan
2281,0.65,4,3.0,2,black
2282,0.65,4,3.25,2,black
2283,0.72,3,3.75,1,purple
2284,0.75,3,3.5,1,purple
2285,0.75,3,3.5,1,purple
2286,0.75,3,3.5,1,purple
2287,0.75,3,3.75,1,purple
2288,0.75,3,4.0,1,purple
2289,0.75,3,4.0,1,purple
2290,0.66,5,3.0,2,black
2291,0.7,5,3.75,2,black
2292,0.7,3,1.5,0,tan
2293,0.74,3,2.75,0,tan
2294,0.7,3,3.75,1,purple
2295,0.64,3,3.0,2,black
2296,0.88,3,3.0,0,tan
2297,0.72,3,3.5,1,purple
2298,0.72,3,4.0,1,purple
2299,0.75,4,3.75,1,purple
2300,0.72,2,3.0,0,tan
2301,0.66,2,3.75,1,purple
2302,0.7,3,3.25,1,purple
2303,0.72,3,3.5,1,purple
2304,0.7,3,3.5,1,purple
2305,0.72,2,3.75,1,purple
2306,0.7,2,3.5,1,purple
2307,0.7,4,3.75,2,black
2308,0.65,2,3.25,1,purple
2309,0.7,2,3.75,1,purple
2310,0.68,2,3.75,1,purple
2311,0.72,5,2.75,2,black
2312,0.61,5,3.25,2,black
2313,0.72,5,3.25,2,black
2314,0.7,2,3.0,0,tan
2315,0.7,2,3.25,1,purple
2316,0.7,2,3.25,1,purple
2317,0.7,2,3.25,1,purple
2318,0.7,2,2.75,0,tan
2319,0.7,2,2.75,0,tan
2320,0.7,2,3.75,1,purple
2321,0.6,4,3.5,2,black
2322,0.8,2,2.75,0,tan
2323,0.65,3,3.5,1,purple
2324,0.68,3,3.75,1,purple
2325,0.55,4,2.5,2,black
2326,0.55,4,2.5,2,black
2327,0.7,4,2.5,2,black
2328,0.62,4,2.75,2,black
2329,0.7,4,2.5,2,black
2330,0.72,2,3.5,1,purple
2331,0.75,3,3.5,1,purple
2332,0.7,4,3.5,2,black
2333,0.62,4,2.5,2,black
2334,0.7,3,2.75,0,tan
2335,0.7,3,3.5,1,purple
2336,0.7,3,4.0,1,purple
2337,0.64,3,4.0,1,purple
2338,0.74,3,2.75,0,tan
2339,0.72,3,3.25,1,purple
2340,0.74,5,3.75,2,black
2341,0.7,3,3.75,1,purple
2342,0.65,3,3.25,1,purple
2343,0.75,2,2.75,0,tan
2344,0.74,3,3.0,0,tan
2345,0.76,5,2.0,2,black
2346,0.76,5,2.75,2,black
2347,0.85,5,2.75,0,tan
2348,0.85,5,3.0,2,black
2349,0.7,3,3.5,1,purple
2350,0.7,4,2.75,2,black
2351,0.8,4,2.75,0,tan
2352,0.67,3,1.5,0,tan
2353,0.7,2,3.5,1,purple
2354,0.68,4,3.5,2,black
2355,0.72,3,3.0,0,tan
2356,0.71,3,3.25,1,purple
2357,0.7,3,3.0,0,tan
2358,0.76,2,3.0,0,tan
2359,0.66,4,3.5,2,black
2360,0.72,4,3.75,2,black
2361,0.6,3,2.75,2,black
2362,0.8,3,3.25,0,tan
2363,0.88,3,3.5,0,tan
2364,0.72,3,3.5,1,purple
2365,0.7,2,3.0,0,tan
2366,0.63,4,3.75,2,black
2367,0.56,5,3.25,2,black
2368,0.75,4,3.75,1,purple
2369,0.6,4,3.25,2,black
2370,0.81,2,2.75,0,tan
2371,0.73,3,3.5,1,purple
2372,0.73,4,2.0,0,tan
2373,0.75,4,3.25,2,black
2374,0.71,3,2.5,0,tan
2375,0.7,3,3.5,1,purple
2376,0.67,4,3.0,2,black
2377,0.72,3,2.5,0,tan
2378,0.7,3,1.5,0,tan
2379,0.7,4,3.5,2,black
2380,0.73,4,2.5,2,black
2381,0.72,3,3.75,1,purple
2382,0.72,3,3.75,1,purple
2383,0.65,4,3.25,2,black
2384,0.7,4,4.0,1,purple
2385,0.72,3,3.25,1,purple
2386,0.72,3,4.0,1,purple
2387,0.6,4,3.25,2,black
2388,0.72,4,3.25,2,black
2389,0.72,3,3.75,1,purple
2390,0.74,3,4.0,1,purple
2391,0.66,3,3.75,1,purple
2392,0.72,2,2.5,0,tan
2393,0.72,3,3.5,1,purple
2394,0.7,3,4.0,1,purple
2395,0.72,3,4.0,1,purple
2396,0.72,3,4.0,1,purple
2397,0.72,5,3.0,2,black
2398,0.68,4,3.5,2,black
2399,0.68,4,3.0,2,black
2400,0.7,2,4.0,1,purple
2401,0.76,3,3.25,0,tan
2402,0.7,3,4.0,1,purple
2403,0.72,3,2.75,0,tan
2404,0.75,2,3.5,1,purple
2405,0.65,4,3.0,2,black
2406,0.65,4,3.5,2,black
2407,0.78,2,2.25,0,tan
2408,0.66,4,3.75,2,black
2409,0.64,5,2.5,2,black
2410,0.64,5,3.0,2,black
